Sl no,DISTRICT,BLOCK,Block Code,ONT LOCATION NAME,LOCATION CODE,ONT AVAILABILITY(%),REMARKS,HOTO Status,"GP Router Installed(Yes/No)",GP Router Installation Date,"Visibility in SNOC(Yes/ No)","Visibility in SNOC(Date)",LGD Code
709,PALAKKAD,ALATHUR,6355,KIZHAKKANCHERRY,KL-PAL-ALA-221610,100,98-100%,Completed,No,,No,,KL-PAL-ALA-221610
710,PALAKKAD,ALATHUR,6355,PUDUCODE,KL-PAL-ALA-221611,100,98-100%,Completed,No,,No,,KL-PAL-ALA-221611
711,PALAKKAD,ATTAPPADI,6356,SHOLAYAR,KL-PAL-ATT-221617,100,98-100%,Completed,No,,No,,KL-PAL-ATT-221617
712,PALAKKAD,CHITTUR,6357,KOZHINJAMPARA,KL-PAL-CHI-221619,100,98-100%,Completed,No,,No,,KL-PAL-CHI-221619
713,PALAKKAD,CHITTUR,6357,PERUMATTY,KL-PAL-CHI-221622,100,98-100%,Completed,No,,No,,KL-PAL-CHI-221622
714,PALAKKAD,CHITTUR,6357,VADAKARAPATHY,KL-PAL-CHI-221623,100,98-100%,Completed,No,,No,,KL-PAL-CHI-221623
715,PALAKKAD,KOLLENGODE,6358,KODUVAYUR,KL-PAL-KOL-221624,100,98-100%,Completed,No,,No,,KL-PAL-KOL-221624
716,PALAKKAD,KOLLENGODE,6358,VADAVANNUR,KL-PAL-KOL-221628,100,98-100%,Completed,No,,No,,KL-PAL-KOL-221628
717,PALAKKAD,KUZHALMANNAM,6359,KANNADI,KL-PAL-KUZ-221629,100,98-100%,Completed,No,,No,,KL-PAL-KUZ-221629
718,PALAKKAD,KUZHALMANNAM,6359,KUTHANOOR,KL-PAL-KUZ-221631,100,98-100%,Completed,No,,No,,KL-PAL-KUZ-221631
719,PALAKKAD,PALAKKAD,6364,KERALASSERY,KL-PAL-PAL-221665,100,98-100%,Completed,No,,No,,KL-PAL-PAL-221665
720,PALAKKAD,PALAKKAD,6364,MANNUR,KL-PAL-PAL-221669,100,98-100%,Completed,No,,No,,KL-PAL-PAL-221669
721,PALAKKAD,PATTAMBI,6365,KOPPAM,KL-PAL-PAT-221673,100,98-100%,Completed,No,,No,,KL-PAL-PAT-221673
722,PALAKKAD,PATTAMBI,6365,KULUKKALLUR,KL-PAL-PAT-221674,100,98-100%,Completed,No,,No,,KL-PAL-PAT-221674
723,PALAKKAD,SREEKRISHNAPURAM,6366,POOKKOTTUKAVU,KL-PAL-SRE-221686,100,98-100%,Completed,No,,No,,KL-PAL-SRE-221686
724,PALAKKAD,SREEKRISHNAPURAM,6366,SREEKRISHNAPURAM,KL-PAL-SRE-221687,100,98-100%,Completed,No,,No,,KL-PAL-SRE-221687
725,PALAKKAD,SREEKRISHNAPURAM,6366,VELLINEZHI,KL-PAL-SRE-221689,100,98-100%,Completed,No,,No,,KL-PAL-SRE-221689
726,PALAKKAD,TRITHALA,6367,ANAKKARA,KL-PAL-TRI-221690,100,98-100%,Completed,No,,No,,KL-PAL-TRI-221690
727,PALAKKAD,TRITHALA,6367,PATTITHARA,KL-PAL-TRI-221694,100,98-100%,Completed,No,,No,,KL-PAL-TRI-221694
728,PALAKKAD,TRITHALA,6367,THIRUMITTACODE,KL-PAL-TRI-221695,100,98-100%,Completed,No,,No,,KL-PAL-TRI-221695
729,PATHANAMTHITTA,ELANTHOOR,6368,CHENNEERKARA,KL-PNM-ELA-221697,100,98-100%,Completed,No,,No,,KL-PNM-ELA-221697
730,PATHANAMTHITTA,PANDLAM,6372,PANDALAM,KL-PNM-PAN-O221727,100,98-100%,Completed,No,,No,,KL-PNM-PAN-O221727
731,PATHANAMTHITTA,PANDLAM,6372,PANDALAM THEKKEKARA,KL-PNM-PAN-221728,100,98-100%,Completed,No,,No,,KL-PNM-PAN-221728
732,PATHANAMTHITTA,PANDLAM,6372,THUMPAMON,KL-PNM-PAN-221729,100,98-100%,Completed,No,,No,,KL-PNM-PAN-221729
733,PATHANAMTHITTA,PARAKODE,6373,ENADIMANGALAM,KL-PNM-PAR-221730,100,98-100%,Completed,No,,No,,KL-PNM-PAR-221730
734,THIRUVANANTHAPURAM,CHIRAYINKEEZHU,6377,ANJUTHENGU,KL-THM-CHI-221756,100,98-100%,Completed,No,,No,,KL-THM-CHI-221756
735,THIRUVANANTHAPURAM,CHIRAYINKEEZHU,6377,CHIRAYINKEEZHU,KL-THM-CHI-221758,100,98-100%,Completed,No,,No,,KL-THM-CHI-221758
736,THIRUVANANTHAPURAM,CHIRAYINKEEZHU,6377,KADAKKAVOOR,KL-THM-CHI-221759,100,98-100%,Completed,No,,No,,KL-THM-CHI-221759
737,THIRUVANANTHAPURAM,CHIRAYINKEEZHU,6377,KIZHUVILAM,KL-THM-CHI-221760,100,98-100%,Completed,No,,No,,KL-THM-CHI-221760
738,THIRUVANANTHAPURAM,CHIRAYINKEEZHU,6377,MUDAKKAL,KL-THM-CHI-221761,100,98-100%,Completed,No,,No,,KL-THM-CHI-221761
739,THIRUVANANTHAPURAM,KILIMANOOR,6379,KARAVARAM,KL-THM-KIL-221767,100,98-100%,Completed,No,,No,,KL-THM-KIL-221767
740,THIRUVANANTHAPURAM,KILIMANOOR,6379,PALLICKAL,KL-THM-KIL-221772,100,98-100%,Completed,No,,No,,KL-THM-KIL-221772
741,THIRUVANANTHAPURAM,KILIMANOOR,6379,PAZHAYAKUNNUMMEL,KL-THM-KIL-221773,100,98-100%,Completed,No,,No,,KL-THM-KIL-221773
742,THIRUVANANTHAPURAM,KILIMANOOR,6379,PULIMATH,KL-THM-KIL-221774,100,98-100%,Completed,No,,No,,KL-THM-KIL-221774
743,THIRUVANANTHAPURAM,NEMOM,6381,BALARAMAPURAM,KL-THM-NEM-221780,100,98-100%,Completed,No,,No,,KL-THM-NEM-221780
744,THIRUVANANTHAPURAM,VARKALA,6385,EDAVA,KL-THM-VAR-221811,100,98-100%,Completed,No,,No,,KL-THM-VAR-221811
745,THIRUVANANTHAPURAM,VARKALA,6385,ELAKAMON,KL-THM-VAR-221812,100,98-100%,Completed,No,,No,,KL-THM-VAR-221812
746,THIRUVANANTHAPURAM,VARKALA,6385,MANAMBOOR,KL-THM-VAR-221813,100,98-100%,Completed,No,,No,,KL-THM-VAR-221813
747,THIRUVANANTHAPURAM,VARKALA,6385,VETTOOR,KL-THM-VAR-221815,100,98-100%,Completed,No,,No,,KL-THM-VAR-221815
748,THRISSUR,CHALAKKUDY,6388,ATHIRAPPALLY,KL-THR-CLA-221828,100,98-100%,Completed,No,,No,,KL-THR-CLA-221828
749,THRISSUR,CHALAKKUDY,6388,KODASSERY,KL-THR-CLA-221830,100,98-100%,Completed,No,,No,,KL-THR-CLA-221830
750,THRISSUR,CHALAKKUDY,6388,KORATTY,KL-THR-CLA-221831,100,98-100%,Completed,No,,No,,KL-THR-CLA-221831
751,THRISSUR,CHALAKKUDY,6388,MELUR,KL-THR-CLA-221832,100,98-100%,Completed,No,,No,,KL-THR-CLA-221832
752,THRISSUR,CHOWANNUR,6391,CHOONDAL,KL-THR-CHO-221843,100,98-100%,Completed,No,,No,,KL-THR-CHO-221843
753,THRISSUR,CHOWANNUR,6391,CHOWANNUR,KL-THR-CHO-221844,100,98-100%,Completed,No,,No,,KL-THR-CHO-221844
754,THRISSUR,KODAKARA,6393,PUDUKKOD,KL-THR-KOD-221857,100,98-100%,Completed,No,,No,,KL-THR-KOD-221857
755,THRISSUR,WADAKKANCHERY,6402,MUNDATHICODE,KL-THR-WAD-O221907,100,98-100%,Completed,No,,No,,KL-THR-WAD-O221907
756,WAYANAD,KALPETTA,6403,MEPPADI,KL-WAY-KAL-221914,100,98-100%,Completed,No,,No,,KL-WAY-KAL-221914
757,WAYANAD,KALPETTA,6403,MUTTIL,KL-WAY-KAL-221916,100,98-100%,Completed,No,,No,,KL-WAY-KAL-221916
758,WAYANAD,KALPETTA,6403,PADINHARETHARA,KL-WAY-KAL-221917,100,98-100%,Completed,No,,No,,KL-WAY-KAL-221917
759,WAYANAD,KALPETTA,6403,POZHUTHANA,KL-WAY-KAL-221918,100,98-100%,Completed,No,,No,,KL-WAY-KAL-221918
760,WAYANAD,KALPETTA,6403,THARIYODE,KL-WAY-KAL-221919,100,98-100%,Completed,No,,No,,KL-WAY-KAL-221919
761,WAYANAD,KALPETTA,6403,VENGAPPALLY,KL-WAY-KAL-221920,100,98-100%,Completed,No,,No,,KL-WAY-KAL-221920
762,WAYANAD,KALPETTA,6403,VYTHIRI,KL-WAY-KAL-221921,100,98-100%,Completed,No,,No,,KL-WAY-KAL-221921
763,ALAPPUZHA,HARIPPAD,6265,KARUVATTA,KL-ALA-HAR-221001,100,98-100%,Completed,No,,No,,KL-ALA-HAR-221001
764,ALAPPUZHA,HARIPPAD,6265,PALLIPPAD,KL-ALA-HAR-221003,100,98-100%,Completed,No,,No,,KL-ALA-HAR-221003
765,ALAPPUZHA,HARIPPAD,6265,VEEYAPURAM,KL-ALA-HAR-221005,100,98-100%,Completed,No,,No,,KL-ALA-HAR-221005
766,ALAPPUZHA,KANJIKKUZHY,6266,CHERTHALA SOUTH,KL-ALA-KAN-221006,100,98-100%,Completed,No,,No,,KL-ALA-KAN-221006
767,ALAPPUZHA,KANJIKKUZHY,6266,KADAKKARAPPALLY,KL-ALA-KAN-221024,100,98-100%,Completed,No,,No,,KL-ALA-KAN-221024
768,ALAPPUZHA,KANJIKKUZHY,6266,KANJIKUZHI,KL-ALA-KAN-221007,100,98-100%,Completed,No,,No,,KL-ALA-KAN-221007
769,ALAPPUZHA,KANJIKKUZHY,6266,MARARIKKULAM NORTH,KL-ALA-KAN-221008,100,98-100%,Completed,No,,No,,KL-ALA-KAN-221008
770,ALAPPUZHA,KANJIKKUZHY,6266,THANNEERMUKKAM,KL-ALA-KAN-221010,100,98-100%,Completed,No,,No,,KL-ALA-KAN-221010
771,ALAPPUZHA,MAVELIKKARA,6267,CHENNITHALA,KL-ALA-MAV-V628288,100,98-100%,Completed,No,,No,,KL-ALA-MAV-V628288
772,ALAPPUZHA,MAVELIKKARA,6267,CHETTIKULANGARA,KL-ALA-MAV-221012,100,98-100%,Completed,No,,No,,KL-ALA-MAV-221012
773,ALAPPUZHA,MAVELIKKARA,6267,MANNAR,KL-ALA-MAV-220991,100,98-100%,Completed,No,,No,,KL-ALA-MAV-220991
774,ALAPPUZHA,MAVELIKKARA,6267,THEKKEKARA,KL-ALA-MAV-V628280,100,98-100%,Completed,No,,No,,KL-ALA-MAV-V628280
775,ALAPPUZHA,PATTANAKKAD,6269,PATTANAKKAD,KL-ALA-PAT-221027,100,98-100%,Completed,No,,No,,KL-ALA-PAT-221027
776,ALAPPUZHA,PATTANAKKAD,6269,THURAVOOR,KL-ALA-PAT-221028,100,98-100%,Completed,No,,No,,KL-ALA-PAT-221028
777,ALAPPUZHA,THYCATTUSSERY,6270,CHENNAMPALIPPURAM,KL-ALA-THY-221031,100,98-100%,Completed,No,,No,,KL-ALA-THY-221031
778,ERNAKULAM,KOTHAMANGALAM,6276,KAVALANGAD,KL-ERN-KOT-221062,100,98-100%,Completed,No,,No,,KL-ERN-KOT-221062
779,ERNAKULAM,KOTHAMANGALAM,6276,KOTTAPPADY,KL-ERN-KOT-221064,100,98-100%,Completed,No,,No,,KL-ERN-KOT-221064
780,ERNAKULAM,KOTHAMANGALAM,6276,VARAPPETTY,KL-ERN-KOT-221071,100,98-100%,Completed,No,,No,,KL-ERN-KOT-221071
781,ERNAKULAM,MULANTHURUTHY,6277,AMBALLUR,KL-ERN-MUL-221072,100,98-100%,Completed,No,,No,,KL-ERN-MUL-221072
782,ERNAKULAM,MULANTHURUTHY,6277,CHOTTANIKKARA,KL-ERN-MUL-221073,100,98-100%,Completed,No,,No,,KL-ERN-MUL-221073
783,ERNAKULAM,MULANTHURUTHY,6277,MANEED,KL-ERN-MUL-221089,100,98-100%,Completed,No,,No,,KL-ERN-MUL-221089
784,ERNAKULAM,MULANTHURUTHY,6277,UDAYAMPERUR,KL-ERN-MUL-221076,100,98-100%,Completed,No,,No,,KL-ERN-MUL-221076
785,ERNAKULAM,MUVATTUPUZHA,6278,AYAVANA,KL-ERN-MUV-221079,100,98-100%,Completed,No,,No,,KL-ERN-MUV-221079
786,ERNAKULAM,MUVATTUPUZHA,6278,KALLOORKKAD,KL-ERN-MUV-221080,100,98-100%,Completed,No,,No,,KL-ERN-MUV-221080
787,ERNAKULAM,MUVATTUPUZHA,6278,MANJALLOOR,KL-ERN-MUV-221081,100,98-100%,Completed,No,,No,,KL-ERN-MUV-221081
788,ERNAKULAM,MUVATTUPUZHA,6278,MARADY,KL-ERN-MUV-221082,100,98-100%,Completed,No,,No,,KL-ERN-MUV-221082
789,ERNAKULAM,MUVATTUPUZHA,6278,PAIPRA,KL-ERN-MUV-221083,100,98-100%,Completed,No,,No,,KL-ERN-MUV-221083
790,ERNAKULAM,MUVATTUPUZHA,6278,VALAKOM,KL-ERN-MUV-221084,100,98-100%,Completed,No,,No,,KL-ERN-MUV-221084
791,ERNAKULAM,PALLURUTHY,6279,CHELLANAM,KL-ERN-PAL-221085,100,98-100%,Completed,No,,No,,KL-ERN-PAL-221085
792,ERNAKULAM,PALLURUTHY,6279,KUMBALAM,KL-ERN-PAL-221124,100,98-100%,Completed,No,,No,,KL-ERN-PAL-221124
793,ERNAKULAM,PALLURUTHY,6279,KUMBALANGY,KL-ERN-PAL-221086,100,98-100%,Completed,No,,No,,KL-ERN-PAL-221086
794,ERNAKULAM,PAMPAKUDA,6280,ELANJI,KL-ERN-PAM-221087,100,98-100%,Completed,No,,No,,KL-ERN-PAM-221087
795,ERNAKULAM,PAMPAKUDA,6280,PALAKUZHA,KL-ERN-PAM-221090,100,98-100%,Completed,No,,No,,KL-ERN-PAM-221090
796,ERNAKULAM,PAMPAKUDA,6280,PAMPAKUDA,KL-ERN-PAM-221091,100,98-100%,Completed,No,,No,,KL-ERN-PAM-221091
797,ERNAKULAM,PARAKKADAV,6281,PUTHENVELIKKARA,KL-ERN-PRA-221099,100,98-100%,Completed,No,,No,,KL-ERN-PRA-221099
798,ERNAKULAM,VAZHAKKULAM,6284,KIZHAKKAMBALAM,KL-ERN-VAZ-221114,100,98-100%,Completed,No,,No,,KL-ERN-VAZ-221114
799,ERNAKULAM,VYPEEN,6285,EDAVANAKKAD,KL-ERN-VYP-221117,100,98-100%,Completed,No,,No,,KL-ERN-VYP-221117
800,ERNAKULAM,VYPEEN,6285,PALLIPPURAM,KL-ERN-VYP-221123,100,98-100%,Completed,No,,No,,KL-ERN-VYP-221123
801,KOLLAM,ITHIKKARA,6311,BHQ ITHIKKARA,KL-KLM-ITH-BH6002,100,98-100%,Completed,No,,No,,KL-KLM-ITH-BH6002
802,IDUKKI,ADIMALY,6286,KONNATHADY,KL-IDU-ADI-221126,100,98-100%,Completed,No,,No,,KL-IDU-ADI-221126
803,IDUKKI,ADIMALY,6286,PALLIVASAL,KL-IDU-ADI-221128,100,98-100%,Completed,No,,No,,KL-IDU-ADI-221128
804,IDUKKI,DEVIKULAM,6288,CHINNAKANAL,KL-IDU-DEV-221136,100,98-100%,Completed,No,,No,,KL-IDU-DEV-221136
805,IDUKKI,DEVIKULAM,6288,DEVIKULAM,KL-IDU-DEV-238327,100,98-100%,Completed,No,,No,,KL-IDU-DEV-238327
806,IDUKKI,DEVIKULAM,6288,MANKULAM,KL-IDU-DEV-221138,100,98-100%,Completed,No,,No,,KL-IDU-DEV-221138
807,IDUKKI,DEVIKULAM,6288,VATTAVADA,KL-IDU-DEV-221142,100,98-100%,Completed,No,,No,,KL-IDU-DEV-221142
808,IDUKKI,ELEMDESAM,6289,ALAKKODE,KL-IDU-ELE-221143,100,98-100%,Completed,No,,No,,KL-IDU-ELE-221143
809,IDUKKI,ELEMDESAM,6289,UDUMBANOOR,KL-IDU-ELE-221147,100,98-100%,Completed,No,,No,,KL-IDU-ELE-221147
810,IDUKKI,NEDUMKANDOM,6292,SENAPATHY,KL-IDU-NED-221168,100,98-100%,Completed,No,,No,,KL-IDU-NED-221168
811,IDUKKI,NEDUMKANDOM,6292,UDUMBANCHOLA,KL-IDU-NED-221169,100,98-100%,Completed,No,,No,,KL-IDU-NED-221169
812,IDUKKI,THODUPUZHA,6293,EDAVETTY,KL-IDU-THO-221170,100,98-100%,Completed,No,,No,,KL-IDU-THO-221170
813,IDUKKI,THODUPUZHA,6293,KARIMKUNNAM,KL-IDU-THO-221171,100,98-100%,Completed,No,,No,,KL-IDU-THO-221171
814,IDUKKI,THODUPUZHA,6293,KUMARAMANGALAM,KL-IDU-THO-221172,100,98-100%,Completed,No,,No,,KL-IDU-THO-221172
815,IDUKKI,THODUPUZHA,6293,MANAKKAD,KL-IDU-THO-221173,100,98-100%,Completed,No,,No,,KL-IDU-THO-221173
816,IDUKKI,THODUPUZHA,6293,PURAPUZHA,KL-IDU-THO-221175,100,98-100%,Completed,No,,No,,KL-IDU-THO-221175
817,KANNUR,EDAKKAD,6294,CHEMBILODE,KL-KNU-EDA-221178,100,98-100%,Completed,No,,No,,KL-KNU-EDA-221178
818,KANNUR,EDAKKAD,6294,EDAKKAD,KL-KNU-EDA-O221179,100,98-100%,Completed,No,,No,,KL-KNU-EDA-O221179
819,KANNUR,EDAKKAD,6294,ELAYAVOOR,KL-KNU-EDA-O221180,100,98-100%,Completed,No,,No,,KL-KNU-EDA-O221180
820,KANNUR,EDAKKAD,6294,KADAMBOOR,KL-KNU-EDA-221181,100,98-100%,Completed,No,,No,,KL-KNU-EDA-221181
821,KANNUR,EDAKKAD,6294,MUNDERI,KL-KNU-EDA-221182,100,98-100%,Completed,No,,No,,KL-KNU-EDA-221182
822,KANNUR,EDAKKAD,6294,PERALASSERI,KL-KNU-EDA-221184,100,98-100%,Completed,No,,No,,KL-KNU-EDA-221184
823,KANNUR,IRIKKUR,6295,ERUVESSEY,KL-KNU-IRK-221185,100,98-100%,Completed,No,,No,,KL-KNU-IRK-221185
824,KANNUR,IRIKKUR,6295,KUTTIATTOR,KL-KNU-IRK-221188,100,98-100%,Completed,No,,No,,KL-KNU-IRK-221188
825,KANNUR,IRIKKUR,6295,MALAPATTOM,KL-KNU-IRK-221189,100,98-100%,Completed,No,,No,,KL-KNU-IRK-221189
826,KANNUR,IRIKKUR,6295,MAYYIL,KL-KNU-IRK-221190,100,98-100%,Completed,No,,No,,KL-KNU-IRK-221190
827,KANNUR,IRIKKUR,6295,PAYYAVOOR,KL-KNU-IRK-221192,100,98-100%,Completed,No,,No,,KL-KNU-IRK-221192
828,KANNUR,IRIKKUR,6295,SREEKANDAPURAM,KL-KNU-IRK-O221193,100,98-100%,Completed,No,,No,,KL-KNU-IRK-O221193
829,KANNUR,KALLIASSERI,6884,MATTOOL,KL-KNU-KAL-221225,100,98-100%,Completed,No,,No,,KL-KNU-KAL-221225
830,KANNUR,KANNUR,6297,AZHIKODE,KL-KNU-KAN-221202,100,98-100%,Completed,No,,No,,KL-KNU-KAN-221202
831,KANNUR,KANNUR,6297,PALLIKKUNNU,KL-KNU-KAN-O221204,100,98-100%,Completed,No,,No,,KL-KNU-KAN-O221204
832,KANNUR,KANNUR,6297,PUZHATHI,KL-KNU-KAN-O221205,100,98-100%,Completed,No,,No,,KL-KNU-KAN-O221205
833,KANNUR,KUTHUPARAMBA,6298,CHITTARIPARAMBA,KL-KNU-KUT-221207,100,98-100%,Completed,No,,No,,KL-KNU-KUT-221207
834,KANNUR,KUTHUPARAMBA,6298,KOTTAYAM,KL-KNU-KUT-221253,100,98-100%,Completed,No,,No,,KL-KNU-KUT-221253
835,KANNUR,KUTHUPARAMBA,6298,MANGATTIDOM,KL-KNU-KUT-221209,100,98-100%,Completed,No,,No,,KL-KNU-KUT-221209
836,KANNUR,KUTHUPARAMBA,6298,TRIPPANGOTTUR,KL-KNU-KUT-221214,100,98-100%,Completed,No,,No,,KL-KNU-KUT-221214
837,KANNUR,PANOOR,6883,PANNIYANNUR,KL-KNU-PAN-221211,100,98-100%,Completed,No,,No,,KL-KNU-PAN-221211
838,KANNUR,PAYYANNUR,6299,KANKOLE- ALAPADAMBA,KL-KNU-PAY-221221,100,98-100%,Completed,No,,No,,KL-KNU-PAY-221221
839,KANNUR,PAYYANNUR,6299,KARIVELLUR -PERALAM,KL-KNU-PAY-221222,100,98-100%,Completed,No,,No,,KL-KNU-PAY-221222
840,KANNUR,PAYYANNUR,6299,RAMANTHALI,KL-KNU-PAY-221227,100,98-100%,Completed,No,,No,,KL-KNU-PAY-221227
841,KANNUR,PERAVOOR,6300,KELAKAM,KL-KNU-PER-221229,100,98-100%,Completed,No,,No,,KL-KNU-PER-221229
842,KANNUR,TALIPARAMBA,6301,NADUVIL,KL-KNU-TAL-221242,100,98-100%,Completed,No,,No,,KL-KNU-TAL-221242
843,KANNUR,TALIPARAMBA,6301,PATTUVAM,KL-KNU-TAL-221246,100,98-100%,Completed,No,,No,,KL-KNU-TAL-221246
844,KANNUR,THALASSERY,6302,ERANHOLI,KL-KNU-THA-221250,100,98-100%,Completed,No,,No,,KL-KNU-THA-221250
845,KASARAGOD,KANHANGAD,6303,AJANOOR,KL-KGD-KAN-221257,100,98-100%,Completed,No,,No,,KL-KGD-KAN-221257
846,KASARAGOD,KANHANGAD,6303,UDMA,KL-KGD-KAN-221265,100,98-100%,Completed,No,,No,,KL-KGD-KAN-221265
847,KASARAGOD,KARADKA,6886,BEDADUKA,KL-KGD-KAR-221266,100,98-100%,Completed,No,,No,,KL-KGD-KAR-221266
848,KASARAGOD,KARADKA,6886,BELLOOR,KL-KGD-KAR-221276,100,98-100%,Completed,No,,No,,KL-KGD-KAR-221276
849,KASARAGOD,KARADKA,6886,KUTIKKOL,KL-KGD-KAR-221271,100,98-100%,Completed,No,,No,,KL-KGD-KAR-221271
850,KASARAGOD,KARADKA,6886,MULIYAR,KL-KGD-KAR-221274,100,98-100%,Completed,No,,No,,KL-KGD-KAR-221274
851,KASARAGOD,PARAPPA,6885,KINANOOR KARINDALAM,KL-KGD-PAR-221289,100,98-100%,Completed,No,,No,,KL-KGD-PAR-221289
852,KASARAGOD,PARAPPA,6885,KODOMBELLUR,KL-KGD-PAR-221260,100,98-100%,Completed,No,,No,,KL-KGD-PAR-221260
853,KASARAGOD,PARAPPA,6885,PANATHADY,KL-KGD-PAR-221263,100,98-100%,Completed,No,,No,,KL-KGD-PAR-221263
854,KASARAGOD,PARAPPA,6885,WEST ELERI,KL-KGD-PAR-221294,100,98-100%,Completed,No,,No,,KL-KGD-PAR-221294
855,KOLLAM,ANCHAL,6307,ALAYAMON,KL-KLM-ANC-221295,100,98-100%,Completed,No,,No,,KL-KLM-ANC-221295
856,KOLLAM,ANCHAL,6307,ARIENCAVU,KL-KLM-ANC-221297,100,98-100%,Completed,No,,No,,KL-KLM-ANC-221297
857,KOLLAM,ANCHAL,6307,EDAMULAKKAL,KL-KLM-ANC-221298,100,98-100%,Completed,No,,No,,KL-KLM-ANC-221298
858,KOLLAM,ANCHAL,6307,EROOR,KL-KLM-ANC-221299,100,98-100%,Completed,No,,No,,KL-KLM-ANC-221299
859,KOLLAM,ITHIKKARA,6311,CHATHANNUR,KL-KLM-ITH-221324,100,98-100%,Completed,No,,No,,KL-KLM-ITH-221324
860,KOLLAM,ITHIKKARA,6311,CHIRAKKARA,KL-KLM-ITH-244116,100,98-100%,Completed,No,,No,,KL-KLM-ITH-244116
861,KOLLAM,ITHIKKARA,6311,KALLUVATHUKKAL,KL-KLM-ITH-221325,100,98-100%,Completed,No,,No,,KL-KLM-ITH-221325
862,KOLLAM,ITHIKKARA,6311,POOTHAKKULAM,KL-KLM-ITH-221327,100,98-100%,Completed,No,,No,,KL-KLM-ITH-221327
863,KOLLAM,KOTTARAKKARA,6312,EZHUKONE,KL-KLM-KOT-221331,100,98-100%,Completed,No,,No,,KL-KLM-KOT-221331
864,KOLLAM,KOTTARAKKARA,6312,KAREEPRA,KL-KLM-KOT-221332,100,98-100%,Completed,No,,No,,KL-KLM-KOT-221332
865,KOLLAM,KOTTARAKKARA,6312,KOTTARAKKARA,KL-KLM-KOT-O221333,100,98-100%,Completed,No,,No,,KL-KLM-KOT-O221333
866,KOLLAM,KOTTARAKKARA,6312,NEDUVATHUR,KL-KLM-KOT-221334,100,98-100%,Completed,No,,No,,KL-KLM-KOT-221334
867,KOLLAM,MUKHATHALA,6313,ELAMBALLUR,KL-KLM-MUK-221337,100,98-100%,Completed,No,,No,,KL-KLM-MUK-221337
868,KOLLAM,MUKHATHALA,6313,KOTTAMKARA,KL-KLM-MUK-221338,100,98-100%,Completed,No,,No,,KL-KLM-MUK-221338
869,KOLLAM,MUKHATHALA,6313,MAYYANAD,KL-KLM-MUK-221339,100,98-100%,Completed,No,,No,,KL-KLM-MUK-221339
870,KOLLAM,MUKHATHALA,6313,NEDUMPANA,KL-KLM-MUK-221326,100,98-100%,Completed,No,,No,,KL-KLM-MUK-221326
871,KOLLAM,OACHIRA,6314,ALAPPAD,KL-KLM-OAC-221328,100,98-100%,Completed,No,,No,,KL-KLM-OAC-221328
872,KOLLAM,OACHIRA,6314,THAZHAVA,KL-KLM-OAC-221344,100,98-100%,Completed,No,,No,,KL-KLM-OAC-221344
873,KOLLAM,OACHIRA,6314,THODIYOOR,KL-KLM-OAC-221330,100,98-100%,Completed,No,,No,,KL-KLM-OAC-221330
874,KOLLAM,PATHANAPURAM,6315,PATHANAPURAM,KL-KLM-PAT-221345,100,98-100%,Completed,No,,No,,KL-KLM-PAT-221345
875,KOLLAM,PATHANAPURAM,6315,PATTAZHI VADAKKEKARA,KL-KLM-PAT-221347,100,98-100%,Completed,No,,No,,KL-KLM-PAT-221347
876,KOLLAM,PATHANAPURAM,6315,PIRAVANTHUR,KL-KLM-PAT-221348,100,98-100%,Completed,No,,No,,KL-KLM-PAT-221348
877,KOLLAM,PATHANAPURAM,6315,THALAVOOR,KL-KLM-PAT-221349,100,98-100%,Completed,No,,No,,KL-KLM-PAT-221349
878,KOLLAM,PATHANAPURAM,6315,VILAKUDY,KL-KLM-PAT-221350,100,98-100%,Completed,No,,No,,KL-KLM-PAT-221350
879,KOLLAM,SASTHAMCOTTAH,6316,KUNNATHUR,KL-KLM-SAS-221351,100,98-100%,Completed,No,,No,,KL-KLM-SAS-221351
880,KOLLAM,SASTHAMCOTTAH,6316,SASTHANCOTTA,KL-KLM-SAS-221353,100,98-100%,Completed,No,,No,,KL-KLM-SAS-221353
881,KOLLAM,SASTHAMCOTTAH,6316,SOORANAD NORTH,KL-KLM-SAS-221354,100,98-100%,Completed,No,,No,,KL-KLM-SAS-221354
882,KOTTAYAM,LALAM,6322,KOZHUVANAL,KL-KTM-LAL-221393,100,98-100%,Completed,No,,No,,KL-KTM-LAL-221393
883,KOTTAYAM,LALAM,6322,MUTHOLY,KL-KTM-LAL-221395,100,98-100%,Completed,No,,No,,KL-KTM-LAL-221395
884,KOTTAYAM,MADAPPALLY,6323,MADAPPALLY,KL-KTM-MAD-221398,100,98-100%,Completed,No,,No,,KL-KTM-MAD-221398
885,KOTTAYAM,MADAPPALLY,6323,THRIKKODITHANAM,KL-KTM-MAD-221400,100,98-100%,Completed,No,,No,,KL-KTM-MAD-221400
886,KOTTAYAM,PALLOM,6324,PUTHUPPALLY,KL-KTM-PAL-221407,100,98-100%,Completed,No,,No,,KL-KTM-PAL-221407
887,KOTTAYAM,PALLOM,6324,VIJAYAPURAM,KL-KTM-PAL-221409,100,98-100%,Completed,No,,No,,KL-KTM-PAL-221409
888,KOTTAYAM,PAMPADY,6325,ELIKULAM,KL-KTM-PAM-221411,100,98-100%,Completed,No,,No,,KL-KTM-PAM-221411
889,KOTTAYAM,PAMPADY,6325,KIDANGOOR,KL-KTM-PAM-221418,100,98-100%,Completed,No,,No,,KL-KTM-PAM-221418
